user_id,customer_age,gender,married,has_children,home_city,home_country,home_airport,num_trips,num_sessions,user_start_date,user_end_date,active_presence_days,total_page_clicks,mean_clicks_per_session,average_session_time,cancelled_session_count,completed_flight_orders,completed_hotel_orders,aggregate_flight_spend,aggregate_hotel_spend,overall_transaction_value,avg_flight_price,avg_hotel_price,trip_revenue_avg,promo_booking_ratio,mean_savings_value,savings_per_kilometer,mean_seat_count,mean_room_quantity,avg_nights_booked,avg_flight_distance,avg_trip_timespan,booking_lead_interval,session_frequency,user_activity_lifespan,last_seen_date,conversion_ratio,total_flight_distance,total_checked_bags,checked_bag_usage_ratio,flight_hotel_mix_ratio,age_group,avg_total_sales,customer_value_per_trip,customer_value_per_session,avg_cust_lifespan,hotel_discount_proportion,flight_discount_proportion,avg_flight_discount_charges,avg_hotel_discount_charges,total_discount_proportion,avg_dollar_saved,avg_dollar_saved_per_km,booking_count,booking_rate,active_days,avg_page_clicks,avg_bags,cancellation_rate,num_flight_booked,num_hotel_booked,avg_num_seats,total_checked_bags,travel_lead_time,avg_cancel_lead_time,total_dist_flown,avg_dist_flown_incl,avg_hotel_stay,avg_hotel_rooms,avg_trip_duration,avg_session_duration,num_flights_discount_applied,num_hotel_discount_applied,num_flights_discount_offered,num_hotel_discount_offered,total_hotel_discount_charges,total_flight_discount_charges,discounted_booking_rate,avg_dist_flown,flight_to_hotel_booking_ratio,checked_bags_ratio,lifetime_customer_value,scaled_ads
164522,49.0,F,1,0,kansas city,usa,MCI,1,8,2023-01-17,2023-07-14,8,89,11.125,83.375,0,1,1,328.32,3262.0,3590.32,41.04,407.75,328.32,0.375,16.416,0.009081421599746632,1.0,1.0,14.0,1807.64650332477,15.0,9.0,8,178,2023-07-14,0.125,1807.646503324766,1,1.0,1.0,Middle Aged,3590.32,3590.32,448.79,0.9888888888888889,0.125,0.25,0.05,0.05,0.375,2.052,0.009081421599746632,1,0.125,177.0,11.125,1.0,0.0,1,1,1.0,1,9.0,,1807.64650332477,225.955812915596,14.0,1.0,15.0,0 days 00:01:23.375000,1,0,1,1,0.0,16.416,1.0,1807.64650332477,1.0,1,3550.4275555555555,0.0707365174077842
167852,19.0,F,0,0,tampa,usa,MCF,0,8,2023-01-05,2023-04-25,8,63,7.875,58.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.375,0.0,,,,,,,,8,110,2023-04-25,0.0,0.0,0,,,Student,0.0,,0.0,0.6111111111111112,0.25,0.125,0.1,0.1,0.375,0.0,,0,0.0,110.0,7.875,0.0,0.0,0,0,0.0,0,,,0.0,0.0,,,0.0,0 days 00:00:58,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0,,
171470,25.0,F,0,0,atlanta,usa,ATL,2,8,2023-03-09,2023-07-10,8,446,55.75,1842.5,2,0,0,11038.07,0.0,11038.07,1379.75875,0.0,5519.035,0.375,287.825,0.005449849098833028,2.0,,,26406.69445890085,14.333333333333334,181.0,8,123,2023-07-10,0.375,52813.38891780173,1,0.3333333333333333,1.5,Student,11038.07,5519.035,1379.75875,0.6833333333333333,0.25,0.375,0.1,,0.625,35.978125,0.005449849098833028,2,0.25,122.0,55.75,0.5,1.0,1,0,2.0,1,181.0,131.5,52813.3889178017,6601.67361472522,,,14.0,0 days 00:30:42.500000,3,2,0,0,0.0,287.825,2.5,52813.3889178017,0.0,1,3771.340583333333,0.04244966951651655
174997,33.0,F,0,0,grand rapids,usa,GRR,3,8,2023-01-05,2023-07-15,8,252,31.5,991.75,1,2,2,3226.49,584.0,3810.49,403.31125,73.0,1075.4966666666667,0.375,0.0,0.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,3938.2118173381,5.0,9.666666666666666,8,191,2023-07-15,0.375,11814.6354520143,1,0.3333333333333333,1.0,Young Aged,3810.49,1270.1633333333334,476.31125,1.0611111111111111,0.375,0.125,,0.125,0.5,0.0,0.0,3,0.375,190.0,31.5,0.3333333333333333,0.3333333333333333,2,2,1.3333333333333333,1,9.666666666666666,13.0,11814.6354520143,1476.82943150179,1.6666666666666667,0.6666666666666666,5.0,0 days 00:16:31.750000,1,1,0,2,0.0,0.0,0.6666666666666666,5907.31772600715,1.0,0,1347.784425925926,0.0
175032,30.0,F,0,0,houston,usa,IAH,3,9,2023-01-20,2023-07-20,9,127,14.11111111111111,104.33333333333333,0,2,3,1109.25,3606.0,4715.25,123.25,400.6666666666667,369.75,0.3333333333333333,362.4,0.0,1.3333333333333333,2.0,4.333333333333333,929.69608969717,3.5,6.5,9,181,2023-07-20,0.3333333333333333,2789.0882690915105,1,0.5,0.6666666666666666,Young Aged,4715.25,1571.75,523.9166666666666,1.0055555555555555,0.2222222222222222,0.1111111111111111,0.3,0.1,0.3333333333333333,0.0,0.0,3,0.3333333333333333,181.0,14.11111111111111,0.3333333333333333,0.0,2,3,1.3333333333333333,1,6.5,,2789.08826909151,309.898696565723,4.333333333333333,2.0,3.0,0 days 00:01:44.333333,0,1,1,1,362.4,0.0,0.3333333333333333,1394.544134545755,0.6666666666666666,0,1580.4819444444445,0.0
181157,54.0,F,1,0,houston,usa,HOU,3,8,2023-01-11,2023-07-07,8,153,19.125,141.125,0,3,3,1039.43,5123.0,6162.43,129.92875,640.375,346.4766666666667,0.375,127.2045,0.022086888370734428,2.0,2.0,3.6666666666666665,1213.4574843739667,4.666666666666667,6.0,8,177,2023-07-07,0.375,3640.3724531218977,3,1.0,1.0,Middle Aged,6162.43,2054.1433333333334,770.30375,0.9833333333333333,0.125,0.25,0.175,0.15,0.375,10.0505625,0.022086888370734428,3,0.375,177.0,19.125,1.0,0.0,3,3,2.0,3,6.0,,3640.3724531219,455.046556640237,3.6666666666666665,2.0,4.0,0 days 00:02:21.125000,1,1,1,0,46.8,321.618,0.6666666666666666,1213.4574843739667,1.0,1,2019.907611111111,0.17203799499450959
182191,20.0,F,0,1,phoenix,usa,PHX,1,8,2023-01-05,2023-07-04,8,148,18.5,665.787969,1,0,0,537.67,0.0,537.67,67.20875,0.0,537.67,0.25,0.0,0.0,2.0,,,1670.94744003929,16.0,19.0,8,180,2023-07-04,0.125,1670.947440039294,1,1.0,1.0,Student,537.67,537.67,67.20875,1.0,0.25,0.125,,0.1,0.375,0.0,0.0,1,0.125,180.0,18.5,1.0,1.0,0,0,2.0,1,19.0,19.0,1670.94744003929,208.868430004912,,,16.0,0 days 00:11:05.787969,1,1,0,1,0.0,0.0,2.0,0.0,0.0,0,537.67,0.0
187212,56.0,F,1,1,los angeles,usa,LAX,3,8,2023-01-05,2023-06-09,8,128,16.0,118.75,0,3,3,1242.57,1556.0,2798.57,155.32125,194.5,414.19,0.25,0.0,0.0,1.0,1.0,3.0,2465.5571878273136,3.3333333333333335,9.0,8,155,2023-06-09,0.375,7396.6715634819375,2,0.6666666666666666,1.0,Middle Aged,2798.57,932.8566666666667,349.82125,0.8611111111111112,0.125,0.125,0.3999999999999999,0.1,0.25,0.0,0.0,3,0.375,154.0,16.0,0.6666666666666666,0.0,3,3,1.0,2,9.0,,7396.67156348194,924.583945435242,3.0,1.0,3.0,0 days 00:01:58.750000,0,0,1,1,0.0,0.0,0.0,2465.5571878273136,1.0,0,803.2932407407408,0.0
189676,37.0,F,0,1,fort worth,usa,FTW,2,8,2023-01-20,2023-05-03,8,93,11.625,86.375,0,1,2,1244.31,5463.0,6707.31,155.53875,682.875,622.155,0.125,0.0,0.0,1.5,2.0,9.5,1175.268072775035,6.0,5.0,8,103,2023-05-03,0.25,2350.536145550067,2,2.0,0.5,Middle Aged,6707.31,3353.655,838.41375,0.5722222222222222,0.0,0.125,0.15,,0.125,0.0,0.0,2,0.25,103.0,11.625,1.0,0.0,1,2,1.5,2,5.0,,2350.53614555007,293.817018193758,9.5,2.0,6.0,0 days 00:01:26.375000,0,0,1,0,0.0,0.0,0.0,2350.53614555007,0.5,2,1919.0359166666667,0.0
190866,38.0,F,0,0,tallahassee,usa,TLH,5,9,2023-01-09,2023-07-03,9,186,20.666666666666668,153.88888888888889,0,5,5,2081.0,2205.0,4286.0,231.22222222222223,245.0,416.2,0.1111111111111111,0.0,0.0,1.0,1.0,2.8,2423.73570778094,3.2,7.8,9,175,2023-07-03,0.5555555555555556,12118.678538904674,2,0.4,1.0,Middle Aged,4286.0,857.2,476.22222222222223,0.9722222222222222,0.1111111111111111,0.0,,0.05,0.1111111111111111,0.0,0.0,5,0.5555555555555556,174.0,20.666666666666668,0.4,0.0,5,5,1.0,2,7.8,,12118.6785389047,1346.51983765607,2.8,1.0,3.0,0 days 00:02:33.888889,0,0,0,1,0.0,0.0,0.0,2423.73570778094,1.0,0,833.3888888888889,0.0
195192,29.0,F,0,0,chicago,usa,MDW,1,8,2023-01-10,2023-05-29,8,225,28.125,208.375,0,1,1,394.29,320.0,714.29,49.28625,40.0,394.29,0.25,0.0,0.0,2.0,2.0,1.0,1165.5097458689,3.0,16.0,8,139,2023-05-29,0.125,1165.5097458688963,0,0.0,1.0,Young Aged,714.29,714.29,89.28625,0.7722222222222223,0.125,0.125,0.1,0.1,0.25,0.0,0.0,1,0.125,138.0,28.125,0.0,0.0,1,1,2.0,0,16.0,,1165.5097458689,145.688718233612,1.0,2.0,3.0,0 days 00:03:28.375000,0,0,1,1,0.0,0.0,0.0,1165.5097458689,1.0,0,551.5906111111111,0.0
204943,42.0,M,0,0,ottawa,canada,YOW,6,8,2023-01-07,2023-07-28,8,292,36.5,1043.5,1,5,5,3331.76,14779.0,18110.76,416.47,1847.375,555.2933333333333,0.375,26.758,0.002084174362017327,1.6666666666666667,1.6666666666666667,9.0,2139.77618568825,8.285714285714286,56.714285714285715,8,202,2023-07-28,0.875,12838.657114129468,9,1.2857142857142858,1.0,Middle Aged,18110.76,3018.46,2263.845,1.1222222222222222,0.125,0.375,0.15,,0.5,3.34475,0.002084174362017327,6,0.75,202.0,36.5,1.5,0.16666666666666666,6,6,1.6666666666666667,9,56.714285714285715,155.0,12838.6571141295,1604.83213926618,9.0,1.6666666666666667,8.0,0 days 00:17:23.500000,2,1,1,0,0.0,80.274,0.5,2139.77618568825,1.0,1,3387.382888888889,0.01623393809222659
204997,39.0,F,1,0,kansas city,usa,MCI,4,8,2023-01-05,2023-07-10,7,439,54.875,1399.17795025,2,2,1,4955.63,5443.0,10398.63,619.45375,680.375,1238.9075,0.5,170.615,0.007596451676604718,2.0,1.5,5.5,3976.0339808414,6.6,15.0,8,186,2023-07-10,0.625,15904.135923365608,3,0.6,1.25,Middle Aged,10398.63,2599.6575,1299.82875,1.0333333333333332,0.5,0.375,0.25,0.1,0.875,15.101875,0.007596451676604718,4,0.5,186.0,54.875,0.75,0.5,3,2,2.0,3,15.0,24.5,15904.1359233656,1988.0169904207,5.5,1.5,6.0,0 days 00:23:19.177950,3,3,0,1,49.8,241.63,1.5,5301.378641121867,1.5,1,2686.31275,0.059169870086697975
205044,41.0,F,1,1,toronto,canada,YKZ,3,9,2023-01-27,2023-06-07,9,134,14.88888888888889,110.33333333333333,0,3,3,2748.35,6362.0,9110.35,305.3722222222222,706.8888888888889,916.1166666666667,0.1111111111111111,27.6525,0.003845690084472315,2.0,2.0,5.333333333333333,2396.83900614284,5.666666666666667,7.0,9,131,2023-06-07,0.3333333333333333,7190.517018428522,1,0.3333333333333333,1.0,Middle Aged,9110.35,3036.7833333333333,1012.2611111111111,0.7277777777777777,0.0,0.1111111111111111,0.05,,0.1111111111111111,3.0725,0.003845690084472315,3,0.3333333333333333,130.0,14.88888888888889,0.3333333333333333,0.0,3,3,2.0,1,7.0,,7190.51701842852,798.946335380947,5.333333333333333,2.0,5.0,0 days 00:01:50.333333,1,0,0,0,0.0,27.6525,0.3333333333333333,2396.83900614284,1.0,0,2210.103425925926,0.029954640979646684
206011,40.0,F,0,1,kansas city,usa,MCI,4,8,2023-01-10,2023-07-08,8,156,19.5,146.125,0,4,3,1046.59,1271.0,2317.59,130.82375,158.875,261.6475,0.375,21.818,0.003756383983575717,1.0,0.75,2.5,1452.0613504500775,3.25,6.5,8,179,2023-07-08,0.5,5808.245401800314,1,0.25,1.3333333333333333,Middle Aged,2317.59,579.3975,289.69875,0.9944444444444445,0.25,0.125,0.05,0.2,0.375,2.72725,0.003756383983575717,4,0.5,178.0,19.5,0.25,0.0,4,3,1.0,1,6.5,,5808.24540180031,726.030675225039,2.5,0.75,3.0,0 days 00:02:26.125000,1,1,0,1,0.0,21.818,0.5,1452.0613504500775,1.3333333333333333,0,576.178625,0.02925902273405507
216796,24.0,F,0,0,cincinnati,usa,CVG,1,8,2023-01-13,2023-03-13,8,125,15.625,491.328442,1,0,0,5001.74,5302.0,10303.74,625.2175,662.75,5001.74,0.625,625.2175,0.04170959678276115,4.0,2.0,22.0,14989.7756925429,11.0,194.5,8,59,2023-03-13,0.25,14989.775692542933,4,2.0,1.0,Student,10303.74,10303.74,1287.9675,0.3277777777777778,0.25,0.5,0.16666666666666666,0.1,0.75,78.1521875,0.04170959678276115,1,0.125,58.0,15.625,4.0,1.0,1,1,4.0,4,194.5,193.0,14989.7756925429,1873.72196156787,22.0,2.0,11.0,0 days 00:08:11.328442,2,1,2,1,0.0,1250.435,3.0,14989.7756925429,1.0,4,3377.337,0.32488213287859674
217114,21.0,O,1,1,long beach,usa,LGB,0,9,2023-01-06,2023-06-26,9,59,6.555555555555555,49.888888888888886,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.3333333333333333,0.0,,,,,,,,9,171,2023-06-26,0.0,0.0,0,,,Student,0.0,,0.0,0.95,0.3333333333333333,0.1111111111111111,0.05,0.15,0.4444444444444444,0.0,,0,0.0,170.0,6.555555555555555,0.0,0.0,0,0,0.0,0,,,0.0,0.0,,,0.0,0 days 00:00:49.888889,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0,,
217136,40.0,F,0,1,little rock,usa,LIT,2,8,2023-01-12,2023-05-14,8,106,13.25,99.375,0,1,2,539.57,1039.0,1578.57,67.44625,129.875,269.785,0.25,0.0,0.0,0.5,1.0,2.5,1547.670221839775,3.0,8.0,8,122,2023-05-14,0.25,3095.3404436795545,0,0.0,0.5,Middle Aged,1578.57,789.285,197.32125,0.6777777777777778,0.0,0.25,0.175,,0.25,0.0,0.0,2,0.25,122.0,13.25,0.0,0.0,1,2,0.5,0,8.0,,3095.34044367955,386.917555459944,2.5,1.0,3.0,0 days 00:01:39.375000,0,0,2,0,0.0,0.0,0.0,3095.34044367955,0.5,0,534.9598333333333,0.0
220725,41.0,F,0,0,stockton,usa,SCK,4,9,2023-01-07,2023-06-07,9,316,35.111111111111114,948.8888888888889,1,3,2,2422.92,2342.0,4764.92,269.2133333333333,260.22222222222223,605.73,0.3333333333333333,0.0,0.0,1.25,1.0,4.75,3455.57955092655,5.8,5.4,9,151,2023-06-07,0.5555555555555556,13822.318203706214,1,0.2,1.25,Middle Aged,4764.92,1191.23,529.4355555555555,0.8388888888888889,0.2222222222222222,0.2222222222222222,0.15,0.05,0.4444444444444444,0.0,0.0,4,0.4444444444444444,151.0,35.111111111111114,0.25,0.25,4,3,1.25,1,5.4,2.0,13822.3182037062,1535.81313374514,4.75,1.0,5.0,0 days 00:15:48.888889,1,2,1,0,0.0,0.0,0.75,3455.57955092655,1.3333333333333333,0,999.3096111111112,0.0
224996,44.0,F,0,1,halifax,canada,YHZ,2,8,2023-02-14,2023-05-11,8,102,12.75,94.625,0,2,1,897.61,231.0,1128.61,112.20125,28.875,448.805,0.125,0.0,0.0,1.0,0.5,0.5,2488.128262846515,2.5,9.0,8,86,2023-05-11,0.25,4976.256525693032,0,0.0,2.0,Middle Aged,1128.61,564.305,141.07625,0.4777777777777778,0.125,0.0,,0.1,0.125,0.0,0.0,2,0.25,86.0,12.75,0.0,0.0,2,1,1.0,0,9.0,,4976.25652569303,622.032065711629,0.5,0.5,2.0,0 days 00:01:34.625000,0,0,0,1,0.0,0.0,0.0,2488.128262846515,2.0,0,269.6123888888889,0.0
226367,44.0,F,0,0,washington,usa,IAD,3,8,2023-01-07,2023-06-26,8,114,14.25,105.5,0,3,3,889.21,2928.0,3817.21,111.15125,366.0,296.4033333333333,0.125,5.609,0.0011447901174568688,1.3333333333333333,1.3333333333333333,2.6666666666666665,1633.1960227085967,3.0,7.666666666666667,8,170,2023-06-26,0.375,4899.588068125793,2,0.6666666666666666,1.0,Middle Aged,3817.21,1272.4033333333334,477.15125,0.9444444444444444,0.0,0.125,0.05,,0.125,0.701125,0.0011447901174568688,3,0.375,170.0,14.25,0.6666666666666666,0.0,3,3,1.3333333333333333,2,7.666666666666667,,4899.58806812579,612.448508515724,2.6666666666666665,1.3333333333333333,3.0,0 days 00:01:45.500000,1,0,0,0,0.0,11.218,0.3333333333333333,1633.1960227085967,1.0,0,1201.7142592592593,0.008916937197806826
228195,28.0,F,0,1,los angeles,usa,LAX,0,9,2023-01-28,2023-06-01,9,116,12.88888888888889,95.77777777777777,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.1111111111111111,0.0,,,,,,,,9,124,2023-06-01,0.0,0.0,0,,,Young Aged,0.0,,0.0,0.6888888888888889,0.0,0.1111111111111111,0.2,,0.1111111111111111,0.0,,0,0.0,124.0,12.88888888888889,0.0,0.0,0,0,0.0,0,,,0.0,0.0,,,0.0,0 days 00:01:35.777778,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,,
228872,36.0,M,0,0,san antonio,usa,RND,2,8,2023-01-09,2023-07-16,8,126,15.75,118.0,0,1,2,509.21,1360.0,1869.21,63.65125,170.0,254.605,0.125,0.0,0.0,0.5,1.0,7.0,1476.836519867745,6.0,6.0,8,188,2023-07-16,0.25,2953.6730397354886,1,1.0,0.5,Middle Aged,1869.21,934.605,233.65125,1.0444444444444445,0.0,0.125,0.35,,0.125,0.0,0.0,2,0.25,187.0,15.75,0.5,0.0,1,2,0.5,1,6.0,,2953.67303973549,369.209129966936,7.0,1.0,6.0,0 days 00:01:58,0,0,1,0,0.0,0.0,0.0,2953.67303973549,0.5,1,976.1429999999999,0.0
229009,18.0,F,0,0,stockton,usa,SCK,3,8,2023-02-15,2023-07-08,8,144,18.0,264.78542925,1,2,2,4508.89,773.0,5281.89,563.61125,96.625,1502.9633333333334,0.125,0.0,0.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,16254.005059210967,9.25,165.75,8,143,2023-07-08,0.5,48762.015177632944,1,0.25,1.3333333333333333,Student,5281.89,1760.63,660.23625,0.7944444444444444,0.125,0.125,,,0.25,0.0,0.0,3,0.375,142.0,18.0,0.3333333333333333,0.3333333333333333,3,2,1.3333333333333333,1,165.75,307.0,48762.0151776329,6095.25189720412,1.6666666666666667,0.6666666666666666,9.0,0 days 00:04:24.785429,1,1,0,0,0.0,0.0,0.6666666666666666,16254.005059210967,1.5,0,1398.7227222222223,0.0
